24006	巆
24013	巍
24018	巒
24020	巔
24022	巖
24027	巛
24029	川
24030	州
24032	巠
24033	巡
24034	巢
24036	巤
24037	工
24038	左
24039	巧
24040	巨
24041	巩
24043	巫
24046	差
24047	巯
24049	己
24050	已
24051	巳
24052	巴
24053	巵
24055	巷
24056	巸
24057	巹
24061	巽
24062	巾
24063	巿
24064	帀
24065	币
24066	市
24067	布
24069	帅
24070	帆
24072	师
24076	希
24079	帏
24080	帐
24081	帑
24084	帔
24085	帕
24086	帖
24088	帘
24089	帙
24090	帚
24091	帛
24092	帜
24093	帝
24101	帥
24102	带
24103	帧
24107	師
24109	席
24110	帮
24113	帱
24115	帳
24118	帶
24119	帷
24120	常
24123	帻
24124	帼
24125	帽
24128	幀
24130	幂
24131	幃
24132	幄
24133	幅
24140	幌
24148	幔
24149	幕
24151	幗
24155	幛
24158	幞
24159	幟
24161	幡
24162	幢
24163	幣
24171	幫
24172	幬
24178	干
24179	平
24180	年
24182	并
24184	幸
24185	幹
24186	幺
24187	幻
24188	幼
24189	幽
24190	幾
24191	广
24192	庀
24196	庄
24198	庆
24199	庇
24202	床
24203	庋
24207	序
24208	庐
24209	庑
24211	库
24212	应
24213	底
24214	庖
24215	店
24217	庙
24218	庚
24220	府
24222	庞
24223	废
24224	庠
24229	庥
24230	度
24231	座
24235	庫
24237	庭
24243	庳
24245	庵
24246	庶
24247	康
24248	庸
24249	庹
24254	庾
24257	廁
24258	廂
24260	廄
24264	廈
24265	廉
24266	廊
24268	廌
24273	廑
24274	廒
24275	廓
24278	廖
24282	廚
24283	廛
24285	廝
24287	廟
24288	廠
24289	廡
24290	廢
24291	廣
24293	廥
24296	廨
24297	廩
24298	廪
24300	廬
24307	廳
24308	廴
24310	延
24311	廷
24314	建
24318	廾
24319	廿
24320	开
24321	弁
24322	异
24323	弃
24324	弄
24327	弇
24328	弈
24330	弊
24331	弋
24335	式
24337	弑
24338	弒
24339	弓
24340	弔
24341	引
24343	弗
24344	弘
24347	弛
24351	弟
24352	张
24357	弥
24358	弦
24359	弧
24361	弩
24362	弪
24365	弭
24366	弮
24367	弯
24369	弱
24371	弳
24373	張
24375	強
24377	弹
24378	强
24380	弼
24384	彀
24390	彆
24392	彈
24394	彊
24396	彌
24398	彎
24400	彐
24401	彑
24402	归
24403	当
24404	彔
24405	录
24406	彖
24407	彗
24408	彘
24409	彙
24413	彝
24414	彞
24415	彟
24417	彡
24418	形
24420	彤
24421	彥
24422	彦
24423	彧
24425	彩
24426	彪
24428	彬
24429	彭
24432	彰
24433	影
24435	彳
24439	彷
24440	彸
24441	役
24443	彻
24444	彼
24447	彿
24448	往
24449	征
24450	徂
24452	径
24453	待
24455	徇
24456	很
24457	徉
24458	徊
24459	律
24460	後
24464	徐
24465	徑
24466	徒
24469	徕
24471	得
24472	徘
24473	徙
24476	徜
24478	從
24480	徠
24481	御
24488	徨
24489	復
24490	循
24493	徭
24494	微
24495	徯
24500	徴
24501	徵
24503	德
24505	徹
24508	徼
24509	徽
24515	心
24516	忄
24517	必
24518	忆
24521	忉
24524	忌
24525	忍
24527	忏
24528	忐
24529	忑
24530	忒
24533	忕
24534	忖
24535	志
24536	忘
24537	忙
24541	忝
24542	忞
24544	忠
24545	忡
24548	忤
24551	忧
24554	忪
24555	快
24557	忭
24558	忮
24561	忱
24565	念
24568	忸
24571	忻
24573	忽
24574	忾
24575	忿
24576	怀
24577	态
24578	怂
24579	怃
24580	怄
24581	怅
24582	怆
24586	怊
24589	怍
24590	怎
24591	怏
24594	怒
24596	怔
24597	怕
24598	怖
24601	怙
24603	怛
24604	怜
24605	思
24608	怠
24609	怡
24613	急
24614	怦
24615	性
24616	怨
24617	怩
24618	怪
24619	怫
24623	怯
24625	怱
24629	怵
24635	总
24636	怼
24639	怿
24641	恁
24642	恂
24643	恃
24646	恆
24651	恋
24653	恍
24656	恐
24658	恒
